intratherm_id,extractor,ref,original_compilation,genus_species,population_id,acclim_temp,latitude,longitude,coordinates_source,genus_from_study,species_from_study,location_description,realm_general3,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,life_stage.x,phylum.x,class.x,order.x,family.x,realm_specific,realm_general,notes.x,n_cat,record_number,record,acclim_time_life_120,log_acclim_time,safety,log_elevation,elev_min,iucn_2104risk,rate_acclimation_c_day,weight_g,realm_general2,acclim_time_original,acclim_time_units,trophic_position,source_logic_for_trophic_position,dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering,logic_source_for_dispersal_type,cold_season_dormancy,source_logic_for_cold_season_dormancy,highland_specialist,source_logic_for_highland_specialist,no_acclimation,genus,species,class,order,family,life_stage,age_maturity_days_female,age_maturity_days_female_reference,age_maturity_days_male,age_maturity_days_male_reference,age_maturity.days_unknown_sex,dispersal_distance_category,logic_source_for_dispersal_distance,dispersal_distance2_category,logic_source_for_dispersal_distance2,maximum_body_size_svl_hbl_cm,source_for_maximum_body_size,average_body_size_female,average_body_size_female_reference,average_body_size_male,average_body_size_male_reference,average_body_size_unknown_sex,season_inactive,logic_source_for_season_inactive,migratory,source_logic_for_migration_info,season_when_away_10km...migratory.only.,season_when_away_100km...migratory.only.,logic_source_season_when_away,data_gatherer,Home.range.size_Km2,logic.source_for_Home.range.size,lifespan_days,lifespan_days_reference,Notes
1285,NA,Beers & Sidell 2011,Comte,Lepidonotothen squamifrons,Lepidonotothen squamifrons_-64.77,0,-64.77,-64.06,,Lepidonotothen,squamifrons,Antarctic Peninsula,Aquatic,3,14.2,tmax,1.13,SD,8,critical,LOE,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nototheniidae,NA,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,3,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepidonotothen,squamifrons,Actinopterygii,NA,Nototheniidae,NA,2920,8 years (https://doi.org/10.1017/S0954102013000667),2920,8 years (https://doi.org/10.1017/S0954102013000667),Y,100+,LARVAE: PLD 5-6 months (https://doi.org/10.1007/s003009900106),NA,NA,55,TL male/unsexed -fishbase,35,TL male/unsexed -fishbase,35,TL male/unsexed -fishbase,Y,none,no dormancy reported,unk,NA,unk,unk,NA,Joanne/Nikki,unk,NA,6935,19 years max (fishbase),NA
1286,NA,Bilyk & DeVries 2011,Comte,Lepidonotothen squamifrons,Lepidonotothen squamifrons_-64,4,-64,-64.06,,Lepidonotothen,squamifrons,Near Anvers Island Western Antarctic Peninsula,Aquatic,NA,15.38,tmax,NA,SD,10,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nototheniidae,NA,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepidonotothen,squamifrons,Actinopterygii,NA,Nototheniidae,NA,2920,8 years (https://doi.org/10.1017/S0954102013000667),2920,8 years (https://doi.org/10.1017/S0954102013000667),Y,100+,LARVAE: PLD 5-6 months (https://doi.org/10.1007/s003009900106),NA,NA,55,TL male/unsexed -fishbase,35,TL male/unsexed -fishbase,35,TL male/unsexed -fishbase,Y,none,no dormancy reported,unk,NA,unk,unk,NA,Joanne/Nikki,unk,NA,6935,19 years max (fishbase),NA
1287,NA,Yoder et al. 2012,Comte,Lepomis cyanellus,Lepomis cyanellus_35.57,15,35.57,-97.63,,Lepomis,cyanellus,Brier Creek Oklahoma US,Aquatic,NA,36.5,tmax,NA,SD,NA,lethal,NA,NA,NA,NA,NA,NA,NA,adults,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,cyanellus,Actinopterygii,Perciformes,Centrarchidae,NA,1095,Age of female maturity is 3 years (https://animaldiversity.org/accounts/Lepomis_cyanellus/),1095,3 years (NatureServe Explorer),Y,0-1,MOVEMENT: 453m farthest recapture (https://www.srs.fs.usda.gov/pubs/ja/ja_smithson001.pdf),NA,NA,31,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,0.00139,72% recaptured within same 42m stream length+ used as diameter (DOI: 10.2307/2424361),3285,maximum lifespan is 9 years (AnAge),NA
1288,NA,Lutterschmidt & Hutchinson 1997,Comte,Lepomis cyanellus,Lepomis cyanellus_35.66,10,35.66,-97.47,,Lepomis,cyanellus,Central Oklahoma US,Aquatic,14,31.09,tmax,1.45,SD,15,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,cyanellus,Actinopterygii,Perciformes,Centrarchidae,NA,1095,Age of female maturity is 3 years (https://animaldiversity.org/accounts/Lepomis_cyanellus/),1095,3 years (NatureServe Explorer),Y,0-1,MOVEMENT: 453m farthest recapture (https://www.srs.fs.usda.gov/pubs/ja/ja_smithson001.pdf),NA,NA,31,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,0.00139,72% recaptured within same 42m stream length+ used as diameter (DOI: 10.2307/2424361),3285,maximum lifespan is 9 years (AnAge),NA
1289,NA,Lutterschmidt & Hutchinson 1997,Comte,Lepomis cyanellus,Lepomis cyanellus_35.66,10,35.66,-97.47,,Lepomis,cyanellus,Central Oklahoma US,Aquatic,14,34.18,tmax,2.06,SD,15,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,cyanellus,Actinopterygii,Perciformes,Centrarchidae,NA,1095,Age of female maturity is 3 years (https://animaldiversity.org/accounts/Lepomis_cyanellus/),1095,3 years (NatureServe Explorer),Y,0-1,MOVEMENT: 453m farthest recapture (https://www.srs.fs.usda.gov/pubs/ja/ja_smithson001.pdf),NA,NA,31,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,0.00139,72% recaptured within same 42m stream length+ used as diameter (DOI: 10.2307/2424361),3285,maximum lifespan is 9 years (AnAge),NA
1290,NA,Beitinger et al. 2000,Comte,Lepomis cyanellus,Lepomis cyanellus_38.16,26,38.16,-81.2,,Lepomis,cyanellus,New River drainage US,Aquatic,NA,37.9,tmax,0.75,SD,8,critical,LOE,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,cyanellus,Actinopterygii,Perciformes,Centrarchidae,NA,1095,Age of female maturity is 3 years (https://animaldiversity.org/accounts/Lepomis_cyanellus/),1095,3 years (NatureServe Explorer),Y,0-1,MOVEMENT: 453m farthest recapture (https://www.srs.fs.usda.gov/pubs/ja/ja_smithson001.pdf),NA,NA,31,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,0.00139,72% recaptured within same 42m stream length+ used as diameter (DOI: 10.2307/2424361),3285,maximum lifespan is 9 years (AnAge),NA
1291,NA,Yoder et al. 2012,Comte,Lepomis cyanellus,Lepomis cyanellus_38.16,30,38.16,-81.2,,Lepomis,cyanellus,New River drainage US,Aquatic,NA,35.4,tmax,NA,SD,NA,lethal,NA,NA,NA,NA,NA,NA,NA,adults,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,cyanellus,Actinopterygii,Perciformes,Centrarchidae,NA,1095,Age of female maturity is 3 years (https://animaldiversity.org/accounts/Lepomis_cyanellus/),1095,3 years (NatureServe Explorer),Y,0-1,MOVEMENT: 453m farthest recapture (https://www.srs.fs.usda.gov/pubs/ja/ja_smithson001.pdf),NA,NA,31,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,0.00139,72% recaptured within same 42m stream length+ used as diameter (DOI: 10.2307/2424361),3285,maximum lifespan is 9 years (AnAge),NA
1292,NA,Carveth et al. 2006,Comte,Lepomis cyanellus,Lepomis cyanellus_NA,25,32.874,-110.809,inferred,Lepomis,cyanellus,"centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",Aquatic,14,39.3,tmax,0.35,SD,12,lethal,death,0.3,NA,NA,held,Summer/Spring,NA,adult,Chordata,Actinopteri,NA,Centrarchidae,creek,Freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,cyanellus,Actinopterygii,Perciformes,Centrarchidae,NA,1095,Age of female maturity is 3 years (https://animaldiversity.org/accounts/Lepomis_cyanellus/),1095,3 years (NatureServe Explorer),Y,0-1,MOVEMENT: 453m farthest recapture (https://www.srs.fs.usda.gov/pubs/ja/ja_smithson001.pdf),NA,NA,31,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,0.00139,72% recaptured within same 42m stream length+ used as diameter (DOI: 10.2307/2424361),3285,maximum lifespan is 9 years (AnAge),NA
1293,NA,Carveth et al. 2006,Comte,Lepomis cyanellus,Lepomis cyanellus_NA,30,32.874,-110.809,inferred,Lepomis,cyanellus,"centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",Aquatic,14,41.5,tmax,0.35,SD,12,lethal,death,0.3,NA,NA,held,Summer/Spring,NA,adult,Chordata,Actinopteri,NA,Centrarchidae,creek,Freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,cyanellus,Actinopterygii,Perciformes,Centrarchidae,NA,1095,Age of female maturity is 3 years (https://animaldiversity.org/accounts/Lepomis_cyanellus/),1095,3 years (NatureServe Explorer),Y,0-1,MOVEMENT: 453m farthest recapture (https://www.srs.fs.usda.gov/pubs/ja/ja_smithson001.pdf),NA,NA,31,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,0.00139,72% recaptured within same 42m stream length+ used as diameter (DOI: 10.2307/2424361),3285,maximum lifespan is 9 years (AnAge),NA
1294,NA,Carveth et al. 2006,Comte,Lepomis cyanellus,Lepomis cyanellus_NA,25,32.874,-110.809,inferred,Lepomis,cyanellus,"centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",Aquatic,14,38.4,tmax,0.53,SD,12,critical,flaring operculum,0.3,NA,NA,held,Summer/Spring,NA,adult,Chordata,Actinopteri,NA,Centrarchidae,creek,Freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,cyanellus,Actinopterygii,Perciformes,Centrarchidae,NA,1095,Age of female maturity is 3 years (https://animaldiversity.org/accounts/Lepomis_cyanellus/),1095,3 years (NatureServe Explorer),Y,0-1,MOVEMENT: 453m farthest recapture (https://www.srs.fs.usda.gov/pubs/ja/ja_smithson001.pdf),NA,NA,31,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,0.00139,72% recaptured within same 42m stream length+ used as diameter (DOI: 10.2307/2424361),3285,maximum lifespan is 9 years (AnAge),NA
1295,NA,Carveth et al. 2006,Comte,Lepomis cyanellus,Lepomis cyanellus_NA,30,32.874,-110.809,inferred,Lepomis,cyanellus,"centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",Aquatic,14,41.1,tmax,0.35,SD,12,critical,flaring operculum,0.3,NA,NA,held,Summer/Spring,NA,adult,Chordata,Actinopteri,NA,Centrarchidae,creek,Freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,cyanellus,Actinopterygii,Perciformes,Centrarchidae,NA,1095,Age of female maturity is 3 years (https://animaldiversity.org/accounts/Lepomis_cyanellus/),1095,3 years (NatureServe Explorer),Y,0-1,MOVEMENT: 453m farthest recapture (https://www.srs.fs.usda.gov/pubs/ja/ja_smithson001.pdf),NA,NA,31,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,0.00139,72% recaptured within same 42m stream length+ used as diameter (DOI: 10.2307/2424361),3285,maximum lifespan is 9 years (AnAge),NA
1296,NA,Carveth et al. 2006,Comte,Lepomis cyanellus,Lepomis cyanellus_NA,25,32.874,-110.809,inferred,Lepomis,cyanellus,"centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",Aquatic,14,37.4,tmax,0.88,SD,12,critical,LOE,0.3,NA,NA,held,Summer/Spring,NA,adult,Chordata,Actinopteri,NA,Centrarchidae,creek,Freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,cyanellus,Actinopterygii,Perciformes,Centrarchidae,NA,1095,Age of female maturity is 3 years (https://animaldiversity.org/accounts/Lepomis_cyanellus/),1095,3 years (NatureServe Explorer),Y,0-1,MOVEMENT: 453m farthest recapture (https://www.srs.fs.usda.gov/pubs/ja/ja_smithson001.pdf),NA,NA,31,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,0.00139,72% recaptured within same 42m stream length+ used as diameter (DOI: 10.2307/2424361),3285,maximum lifespan is 9 years (AnAge),NA
1297,NA,Carveth et al. 2006,Comte,Lepomis cyanellus,Lepomis cyanellus_NA,30,32.874,-110.809,inferred,Lepomis,cyanellus,"centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",Aquatic,14,40.7,tmax,0.35,SD,12,critical,LOE,0.3,NA,NA,held,Summer/Spring,NA,adult,Chordata,Actinopteri,NA,Centrarchidae,creek,Freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,cyanellus,Actinopterygii,Perciformes,Centrarchidae,NA,1095,Age of female maturity is 3 years (https://animaldiversity.org/accounts/Lepomis_cyanellus/),1095,3 years (NatureServe Explorer),Y,0-1,MOVEMENT: 453m farthest recapture (https://www.srs.fs.usda.gov/pubs/ja/ja_smithson001.pdf),NA,NA,31,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,0.00139,72% recaptured within same 42m stream length+ used as diameter (DOI: 10.2307/2424361),3285,maximum lifespan is 9 years (AnAge),NA
1298,NA,Beitinger et al. 2000,Comte,Lepomis cyanellus,Lepomis cyanellus_NA,20,33.157701,-97.005377,inferred,Lepomis,cyanellus,"wild from local fish hatchery in Denton, Texas",Aquatic,NA,35.8,tmax,0.69,SD,9,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,cyanellus,Actinopterygii,Perciformes,Centrarchidae,NA,1095,Age of female maturity is 3 years (https://animaldiversity.org/accounts/Lepomis_cyanellus/),1095,3 years (NatureServe Explorer),Y,0-1,MOVEMENT: 453m farthest recapture (https://www.srs.fs.usda.gov/pubs/ja/ja_smithson001.pdf),NA,NA,31,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,20,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,0.00139,72% recaptured within same 42m stream length+ used as diameter (DOI: 10.2307/2424361),3285,maximum lifespan is 9 years (AnAge),NA
1299,NA,Yoder et al. 2012,Comte,Lepomis gibbosus,Lepomis gibbosus_42.08,23.1,42.08,-81.34,,Lepomis,gibbosus,Lake Erie,Aquatic,NA,37.5,tmax,NA,SD,NA,critical,LOE,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,gibbosus,Actinopterygii,Perciformes,Centrarchidae,juveniles,730,females reproduce after 2 to 5 years (https://animaldiversity.org/accounts/Lepomis_gibbosus/),730,sexual maturity and reproduction occur in the second to third years (Scott and Crossman 1973). Doesn't specify male or female.,NA,0-1,MOVEMENT: found site fidelity in sites separated by up to 500m (https://doi.org/10.1007/s00442-004-1580-9),NA,NA,40,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,03-Jan,adult home range is 1000-3000 m2 (https://doi.org/10.1007/s00442-004-1580-9),4380,7-10 years+ maximum 12  (http://www.ontariofishes.ca/fish_detail.php?FID=131) + fishbase,NA
1300,NA,Becker & Genoway 1979,Comte,Lepomis gibbosus,Lepomis gibbosus_47.37,10,47.37,-120.26,,Lepomis,gibbosus,Washington state US,Aquatic,14,31.61,tmax,NA,SD,24,lethal,death,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,gibbosus,Actinopterygii,Perciformes,Centrarchidae,juveniles,730,females reproduce after 2 to 5 years (https://animaldiversity.org/accounts/Lepomis_gibbosus/),730,sexual maturity and reproduction occur in the second to third years (Scott and Crossman 1973). Doesn't specify male or female.,NA,0-1,MOVEMENT: found site fidelity in sites separated by up to 500m (https://doi.org/10.1007/s00442-004-1580-9),NA,NA,40,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,03-Jan,adult home range is 1000-3000 m2 (https://doi.org/10.1007/s00442-004-1580-9),4380,7-10 years+ maximum 12  (http://www.ontariofishes.ca/fish_detail.php?FID=131) + fishbase,NA
1301,NA,Becker & Genoway 1979,Comte,Lepomis gibbosus,Lepomis gibbosus_47.37,20,47.37,-120.26,,Lepomis,gibbosus,Washington state US,Aquatic,14,36.81,tmax,NA,SD,24,lethal,death,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,gibbosus,Actinopterygii,Perciformes,Centrarchidae,juveniles,730,females reproduce after 2 to 5 years (https://animaldiversity.org/accounts/Lepomis_gibbosus/),730,sexual maturity and reproduction occur in the second to third years (Scott and Crossman 1973). Doesn't specify male or female.,NA,0-1,MOVEMENT: found site fidelity in sites separated by up to 500m (https://doi.org/10.1007/s00442-004-1580-9),NA,NA,40,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,03-Jan,adult home range is 1000-3000 m2 (https://doi.org/10.1007/s00442-004-1580-9),4380,7-10 years+ maximum 12  (http://www.ontariofishes.ca/fish_detail.php?FID=131) + fishbase,NA
1302,NA,Becker & Genoway 1979,Comte,Lepomis gibbosus,Lepomis gibbosus_47.37,10,47.37,-120.26,,Lepomis,gibbosus,Washington state US,Aquatic,14,30.51,tmax,NA,SD,24,lethal,death,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,gibbosus,Actinopterygii,Perciformes,Centrarchidae,juveniles,730,females reproduce after 2 to 5 years (https://animaldiversity.org/accounts/Lepomis_gibbosus/),730,sexual maturity and reproduction occur in the second to third years (Scott and Crossman 1973). Doesn't specify male or female.,NA,0-1,MOVEMENT: found site fidelity in sites separated by up to 500m (https://doi.org/10.1007/s00442-004-1580-9),NA,NA,40,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,03-Jan,adult home range is 1000-3000 m2 (https://doi.org/10.1007/s00442-004-1580-9),4380,7-10 years+ maximum 12  (http://www.ontariofishes.ca/fish_detail.php?FID=131) + fishbase,NA
1303,NA,Becker & Genoway 1979,Comte,Lepomis gibbosus,Lepomis gibbosus_47.37,20,47.37,-120.26,,Lepomis,gibbosus,Washington state US,Aquatic,14,36.03,tmax,NA,SD,24,lethal,death,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,gibbosus,Actinopterygii,Perciformes,Centrarchidae,juveniles,730,females reproduce after 2 to 5 years (https://animaldiversity.org/accounts/Lepomis_gibbosus/),730,sexual maturity and reproduction occur in the second to third years (Scott and Crossman 1973). Doesn't specify male or female.,NA,0-1,MOVEMENT: found site fidelity in sites separated by up to 500m (https://doi.org/10.1007/s00442-004-1580-9),NA,NA,40,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,03-Jan,adult home range is 1000-3000 m2 (https://doi.org/10.1007/s00442-004-1580-9),4380,7-10 years+ maximum 12  (http://www.ontariofishes.ca/fish_detail.php?FID=131) + fishbase,NA
1304,NA,Becker & Genoway 1979,Comte,Lepomis gibbosus,Lepomis gibbosus_47.37,10,47.37,-120.26,,Lepomis,gibbosus,Washington state US,Aquatic,14,31.86,tmax,NA,SD,24,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,gibbosus,Actinopterygii,Perciformes,Centrarchidae,juveniles,730,females reproduce after 2 to 5 years (https://animaldiversity.org/accounts/Lepomis_gibbosus/),730,sexual maturity and reproduction occur in the second to third years (Scott and Crossman 1973). Doesn't specify male or female.,NA,0-1,MOVEMENT: found site fidelity in sites separated by up to 500m (https://doi.org/10.1007/s00442-004-1580-9),NA,NA,40,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,03-Jan,adult home range is 1000-3000 m2 (https://doi.org/10.1007/s00442-004-1580-9),4380,7-10 years+ maximum 12  (http://www.ontariofishes.ca/fish_detail.php?FID=131) + fishbase,NA
1305,NA,Becker & Genoway 1979,Comte,Lepomis gibbosus,Lepomis gibbosus_47.37,20,47.37,-120.26,,Lepomis,gibbosus,Washington state US,Aquatic,14,35.64,tmax,NA,SD,24,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centrarchidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepomis,gibbosus,Actinopterygii,Perciformes,Centrarchidae,juveniles,730,females reproduce after 2 to 5 years (https://animaldiversity.org/accounts/Lepomis_gibbosus/),730,sexual maturity and reproduction occur in the second to third years (Scott and Crossman 1973). Doesn't specify male or female.,NA,0-1,MOVEMENT: found site fidelity in sites separated by up to 500m (https://doi.org/10.1007/s00442-004-1580-9),NA,NA,40,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,9.9,TL male/unsexed -fishbase,Y,none,no dormancy reported,non-migratory,NatureServe Explorer,NA,NA,NA,Sarah/Nikki,03-Jan,adult home range is 1000-3000 m2 (https://doi.org/10.1007/s00442-004-1580-9),4380,7-10 years+ maximum 12  (http://www.ontariofishes.ca/fish_detail.php?FID=131) + fishbase,NA
