"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","logic_source_for_dispersal_distance2","Notes","genus","species","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","Home.range.size_Km2","logic.source_for_Home.range.size","data_gatherer","lifespan_days","lifespan_days_reference","is.nocturnal","is.nocturnal_source","mean_yearly_max_temp","experienced_mean_yearly_max_temp"
2963,"Zoarces viviparus","Chordata","Teleostei","Perciformes","Zoarcidae","group","Zakhartsev_et_al_2003","intratherm_team","Zoarces viviparus_54_NA_7",12,54,7,"inferred","Zoarces","viviparus","North Sea, Island, Helgoland, Germany",28,27.5,"tmax",0.6,"SD",3,"critical","initial_loss_equilibrium","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","4w","weeks",NA,NA,NA,"Zoarces","viviparus","365","Froese & Pauly, 2000","unk","","","10-100","Bergek et al., 2012;Simonsen & Strand, 2010",52,"Froese & Pauly, 2000","30","Froese & Pauly, 2000","30","Froese & Pauly, 2000","Y","","","non-migratory","Simonsen & Strand, 2010",NA,NA,"","10-100km","Simonsen & Strand, 2010","Jenn/Nikki","5110","IUCN, 2020",NA,NA,18.4577500104904,18.4577500104904
1100,"Gobiesox strumosus","Chordata","Teleostei","Perciformes","Gobiesocidae",NA,"Tiffany et al. 2010","Comte","Gobiesox strumosus_29.49_NA_-85.25",12,29.49,-85.25,"","Gobiesox","strumosus","St. Joseph's Bay Gulf County Florida US",14,33.2,"tmax",0.5,"SD",14,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Marine","14","days",NA,NA,NA,"Gobiesox","strumosus","150","Runyan, 1961","unk","","Y","unk","",8,"Froese & Pauly, 2000","","","","","","","Froese & Pauly, 2000","non-migratory","Saksena & Joseph, 1972",NA,NA,"","unk","","Nikki","unk","",NA,NA,29.9877499580383,29.9877499580383
2907,"Tigriopus californicus","Arthropoda","Maxillopoda","Harpacticoida","Harpacticidae","Nikki","Pereira_et_al_2017","intratherm_team","Tigriopus californicus_27.179937_NA_-114.397685",20,27.179937,-114.397685,"","Tigriopus","californicus","San Roque, Baja California South, Mexico",28,37.638,"tmax",0.11808,"SE",NA,"lethal","50percent_survival",NA,NA,"1h","held",NA,NA,"Adult",NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"Tigriopus","californicus","20","Vittor, 1971","unk","","","unk","",0.14,"Powlik et al., 1997","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","",NA,NA,24.3042500972748,24.3042500972748
2911,"Tigriopus californicus","Arthropoda","Maxillopoda","Harpacticoida","Harpacticidae","Nikki","Pereira_et_al_2017","intratherm_team","Tigriopus californicus_31.723725_NA_-116.721815",20,31.723725,-116.721815,"","Tigriopus","californicus","Bufadora, Baja California, Mexico",28,36.663,"tmax",0.1067,"SE",NA,"lethal","50percent_survival",NA,NA,"1h","held",NA,NA,"Adult",NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"Tigriopus","californicus","20","Vittor, 1971","unk","","","unk","",0.14,"Powlik et al., 1997","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","",NA,NA,21.4972499847412,21.4972499847412
2915,"Tigriopus californicus","Arthropoda","Maxillopoda","Harpacticoida","Harpacticidae","Nikki","Pereira_et_al_2017","intratherm_team","Tigriopus californicus_32.744828_NA_-117.255264",20,32.744828,-117.255264,"","Tigriopus","californicus","San Diego,  California, United States",28,36.415,"tmax",0.091213,"SE",NA,"lethal","50percent_survival",NA,NA,"1h","held",NA,NA,"Adult",NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"Tigriopus","californicus","20","Vittor, 1971","unk","","","unk","",0.14,"Powlik et al., 1997","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","",NA,NA,22.0517498493195,22.0517498493195
2919,"Tigriopus californicus","Arthropoda","Maxillopoda","Harpacticoida","Harpacticidae","Nikki","Pereira_et_al_2017","intratherm_team","Tigriopus californicus_32.814202_NA_-117.273379",20,32.814202,-117.273379,"","Tigriopus","californicus","Bird Rock, California, United States",28,36.75,"tmax",0.11381,"SE",NA,"lethal","50percent_survival",NA,NA,"1h","held",NA,NA,"Adult",NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"Tigriopus","californicus","20","Vittor, 1971","unk","","","unk","",0.14,"Powlik et al., 1997","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","",NA,NA,22.2307500362396,22.2307500362396
2923,"Tigriopus californicus","Arthropoda","Maxillopoda","Harpacticoida","Harpacticidae","Nikki","Pereira_et_al_2017","intratherm_team","Tigriopus californicus_33.736857_NA_-118.373817",20,33.736857,-118.373817,"","Tigriopus","californicus","Abalone Cove, California, United States",28,35.727,"tmax",0.088594,"SE",NA,"lethal","50percent_survival",NA,NA,"1h","held",NA,NA,"Adult",NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"Tigriopus","californicus","20","Vittor, 1971","unk","","","unk","",0.14,"Powlik et al., 1997","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","",NA,NA,21.5802500247955,21.5802500247955
2927,"Tigriopus californicus","Arthropoda","Maxillopoda","Harpacticoida","Harpacticidae","Nikki","Pereira_et_al_2017","intratherm_team","Tigriopus californicus_36.949533_NA_-122.046358",20,36.949533,-122.046358,"","Tigriopus","californicus","Santa Cruz, California, United States",28,34.696,"tmax",0.10102,"SE",NA,"lethal","50percent_survival",NA,NA,"1h","held",NA,NA,"Adult",NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"Tigriopus","californicus","20","Vittor, 1971","unk","","","unk","",0.14,"Powlik et al., 1997","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","",NA,NA,16.2879999399185,16.2879999399185
2931,"Tigriopus californicus","Arthropoda","Maxillopoda","Harpacticoida","Harpacticidae","Nikki","Pereira_et_al_2017","intratherm_team","Tigriopus californicus_37.259631_NA_-122.414116",20,37.259631,-122.414116,"","Tigriopus","californicus","Pescadero, California, United States",28,35.043,"tmax",0.10541,"SE",NA,"lethal","50percent_survival",NA,NA,"1h","held",NA,NA,"Adult",NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"Tigriopus","californicus","20","Vittor, 1971","unk","","","unk","",0.14,"Powlik et al., 1997","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","",NA,NA,16.2784997940063,16.2784997940063
2935,"Tigriopus californicus","Arthropoda","Maxillopoda","Harpacticoida","Harpacticidae","Nikki","Pereira_et_al_2017","intratherm_team","Tigriopus californicus_42.2_NA_-124.36",20,42.2,-124.36,"","Tigriopus","californicus","Boardman Park, Oregon, United States",28,35.066,"tmax",0.137,"SE",NA,"lethal","50percent_survival",NA,NA,"1h","held",NA,NA,"Adult",NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"Tigriopus","californicus","20","Vittor, 1971","unk","","","unk","",0.14,"Powlik et al., 1997","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","",NA,NA,14.6287500143051,14.6287500143051
2939,"Tigriopus californicus","Arthropoda","Maxillopoda","Harpacticoida","Harpacticidae","Nikki","Pereira_et_al_2017","intratherm_team","Tigriopus californicus_44.03_NA_-124.13",20,44.03,-124.13,"","Tigriopus","californicus","Heceta, Oregon, United States",28,34.622,"tmax",0.067776,"SE",NA,"lethal","50percent_survival",NA,NA,"1h","held",NA,NA,"Adult",NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"Tigriopus","californicus","20","Vittor, 1971","unk","","","unk","",0.14,"Powlik et al., 1997","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","",NA,NA,15.7524999380112,15.7524999380112
2943,"Tigriopus californicus","Arthropoda","Maxillopoda","Harpacticoida","Harpacticidae","Nikki","Pereira_et_al_2017","intratherm_team","Tigriopus californicus_48.83_NA_-125.15",20,48.83,-125.15,"","Tigriopus","californicus","Pacific Rim, British Columbia, Canada",28,34.276,"tmax",0.11807,"SE",NA,"lethal","50percent_survival",NA,NA,"1h","held",NA,NA,"Adult",NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"Tigriopus","californicus","20","Vittor, 1971","unk","","","unk","",0.14,"Powlik et al., 1997","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","",NA,NA,14.4115000486374,14.4115000486374
2947,"Tigriopus californicus","Arthropoda","Maxillopoda","Harpacticoida","Harpacticidae","Nikki","Pereira_et_al_2017","intratherm_team","Tigriopus californicus_50.58_NA_-128.23",20,50.58,-128.23,"","Tigriopus","californicus","Raft Cove, British Columbia, Canada",28,33.813,"tmax",0.097387,"SE",NA,"lethal","50percent_survival",NA,NA,"1h","held",NA,NA,"Adult",NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"Tigriopus","californicus","20","Vittor, 1971","unk","","","unk","",0.14,"Powlik et al., 1997","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","",NA,NA,14.4055000543594,14.4055000543594
1124,"Gobius paganellus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Pörtner & Peck 2010","Comte","Gobius paganellus_45_NA_13.635093",25,45,13.635093,"inferred","Gobius","paganellus","Rovinj, Yugoslavia",NA,31.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Unknown","Brett, J. R. (1970). Temperature: ﬁshes. In Marine Ecology, Vol. 1 (Kinne, O., ed.), Timet 1963",NA,NA,"Marine",NA,"days",NA,NA,NA,"Gobius","paganellus","912","De Magalhães & Costa, 2009","912","De Magalhães & Costa, 2009","","0-1","Vinagre et al., 2016;Roma et al., 2018;IUCN, 2020",13,"Froese & Pauly, 2000","","","","","","","","non-migratory","P. J. Miller, 1961",NA,NA,"","0.00000079-0.0000169","Roma et al., 2018","Nikki","3650","Froese & Pauly, 2000",NA,NA,26.2457500934601,26.2457500934601
1092,"Gillichthys mirabilis","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Jayasundara & Somero 2013","Comte","Gillichthys mirabilis_34.41_NA_-119.67",13,34.41,-119.67,"","Gillichthys","mirabilis","Santa Barbara California US",28,35.1,"tmax",0.4,"SD",5,"critical","LOE","0.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","28","days",NA,NA,NA,"Gillichthys","mirabilis","365","G. Barlow, 1963","365","G. Barlow, 1963","Y","1-10","McGourty et al., 2009;Yoklavich et al., 1992;Moser, 1996",21,"Froese & Pauly, 2000","19","Froese & Pauly, 2000","19","Froese & Pauly, 2000","Y","","NatureServe, 2020","non-migratory","IUCN, 2020",NA,NA,"","0.00283","Bano et al., 2007","Azenor/Nikki","730","Froese & Pauly, 2000",NA,NA,20.0477499485016,20.0477499485016
1096,"Gillichthys mirabilis","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Vlaming 1971","Comte","Gillichthys mirabilis_38.06_NA_-122.45",13,38.06,-122.45,"","Gillichthys","mirabilis","Southern end of San Francisco Bay California US",14,36.4,"tmax",NA,"SD",NA,"critical","paralysis","0.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Gillichthys","mirabilis","365","G. Barlow, 1963","365","G. Barlow, 1963","Y","1-10","McGourty et al., 2009;Yoklavich et al., 1992;Moser, 1996",21,"Froese & Pauly, 2000","19","Froese & Pauly, 2000","19","Froese & Pauly, 2000","Y","","NatureServe, 2020","non-migratory","IUCN, 2020",NA,NA,"","0.00283","Bano et al., 2007","Azenor/Nikki","730","Froese & Pauly, 2000",NA,NA,15.9037499904633,15.9037499904633
1091,"Gillichthys mirabilis","Chordata","Teleostei","Perciformes","Gobiidae","AB","Sumner_&_Doudoroff_1938_in_Brett_1970,Sumner_&_Doudorof","intratherm_team","Gillichthys mirabilis_33_0_-120",20,33,-120,"","Gillichthys","mirabilis","California",NA,39.3,"tmax",NA,NA,10,"lethal","death",NA,NA,NA,"held",NA,0,"Adult",NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Gillichthys","mirabilis","365","G. Barlow, 1963","365","G. Barlow, 1963","Y","1-10","McGourty et al., 2009;Yoklavich et al., 1992;Moser, 1996",21,"Froese & Pauly, 2000","19","Froese & Pauly, 2000","19","Froese & Pauly, 2000","Y","","NatureServe, 2020","non-migratory","IUCN, 2020",NA,NA,"","0.00283","Bano et al., 2007","Azenor/Nikki","730","Froese & Pauly, 2000",NA,NA,18.9997500658035,18.9997500658035
768,"Diplodus vulgaris","Chordata","Teleostei","Perciformes","Sparidae",NA,"Pörtner & Peck 2010","Comte","Diplodus vulgaris_45_NA_13.635093",25,45,13.635093,"inferred","Diplodus","vulgaris","Rovinj, Yugoslavia",NA,32.8,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,"Unknown","Brett, J. R. (1970). Temperature: ﬁshes. In Marine Ecology, Vol. 1 (Kinne, O., ed.), Timet 1963",NA,NA,"Marine",NA,"days",NA,NA,NA,"Diplodus","vulgaris","730","IUCN, 2020","730","IUCN, 2020","Y","1-10","Jug-Dujaković & Glamuzina, 1988",45,"Froese & Pauly, 2000","22","Froese & Pauly, 2000","22","Froese & Pauly, 2000","Y","","","non-migratory","Gonçalves & Erzini, 2000;Abecasis et al., 2009",NA,NA,"","0.023786-0.042134","Abecasis et al., 2009","Nikki","7300","IUCN, 2020",NA,NA,-0.467250005109236,-0.467250005109236
2076,"Pagothenia borchgrevinki","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Somero & DeVries 1967","Comte","Pagothenia borchgrevinki_-77.51_NA_166.38",-1.9,-77.51,166.38,"","Pagothenia","borchgrevinki","McMurdo Sound Antarctica",7,6,"tmax",NA,"SD",34,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","7","days",NA,NA,NA,"Pagothenia","borchgrevinki","1460","Pankhurst, 1990","1095","Pankhurst, 1990","","unk","",28,"Froese & Pauly, 2000","","","","","","","North, 2001","unk","",NA,NA,"","unk","","Nikki","2555","El-Sayed, 1994",NA,NA,-0.467250005109236,-0.467250005109236
2959,"Trematomus bernacchii","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Somero & DeVries 1967","Comte","Trematomus bernacchii_-77.51_NA_166.38",-1.9,-77.51,166.38,"","Trematomus","bernacchii","McMurdo Sound Antarctica",7,6,"tmax",NA,"SD",32,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","7","days",NA,NA,NA,"Trematomus","bernacchii","2007","De Magalhães & Costa, 2009","1277","De Magalhães & Costa, 2009","","100+","A. Van de Putte, 2008",28,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Miyamoto & Tanimura, 1999","non-migratory","Corbett et al., 2014",NA,NA,"","0.79","Miyamoto & Tanimura, 1999","Nikki","3650","Froese & Pauly, 2000",NA,NA,30.8509999275207,30.8509999275207
2961,"Trematomus hansoni","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Somero & DeVries 1967","Comte","Trematomus hansoni_-77.51_NA_166.38",-1.9,-77.51,166.38,"","Trematomus","hansoni","McMurdo Sound Antarctica",7,6,"tmax",NA,"SD",42,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","7","days",NA,NA,NA,"Trematomus","hansoni","2555","M. La Mesa & Vacchi, 2001","2555","M. La Mesa & Vacchi, 2001","Y","100+","A. P. Van de Putte et al., 2012",41,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","","non-migratory","Somero & DeVries, 1967",NA,NA,"","unk","","Nikki","7300","M. La Mesa & Vacchi, 2001",NA,NA,30.8509999275207,30.8509999275207
2146,"Planiliza subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Rajaguru 2002","Comte","Planiliza subviridis_11.49_NA_79.76",28,11.49,79.76,"","Chelon","subviridis","Vellar Brackish Tamil Nadu India",NA,38.75,"tmax",0.18,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,"alternative taxonomic name used for research (Liza subviridis)","Planiliza","subviridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7640000343323,30.7640000343323
2149,"Planiliza subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Menasveta 1981","Comte","Planiliza subviridis_13.21_NA_100.93",22.5,13.21,100.93,"","Chelon","subviridis","Coastal area Bang Pra Cholburi Province Thailand",10,36,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","10","days",NA,NA,"alternative taxonomic name used for research (Liza subviridis)","Planiliza","subviridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4092497825623,31.4092497825623
313,"Bathygobius fuscus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Clifton et al. 2010","Comte","Bathygobius fuscus_-5.47_NA_123.76",27.76,-5.47,123.76,"","Bathygobius","fuscus","Hoga Island Indonesia",NA,41,"tmax",1.03,"SD",18,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Bathygobius","fuscus","unk","","unk","","","0-1","Taru et al., 2002",12,"Froese & Pauly, 2000","","","","","","","Froese & Pauly, 2000","non-migratory","M. Y. Chang et al., 2006",NA,NA,"","unk","","Nikki","1460","Takegaki et al., 2012",NA,NA,30.8509999275207,30.8509999275207
2874,"Terapon jarbua","Chordata","Teleostei","Perciformes","Terapontidae",NA,"Clifton et al. 2010","Comte","Terapon jarbua_-5.47_NA_123.76",27.76,-5.47,123.76,"","Terapon","jarbua","Hoga Island Indonesia",NA,42.6,"tmax",0.23,"SD",9,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Terapon","jarbua","2555","Fortaleza et al., 2019","2372.5","Fortaleza et al., 2019","","10-100","Liu et al., 2015",36,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","","unk","",NA,NA,"","unk","","Nikki","3650","Targetfish (Terapon jarbua), n.d.",NA,NA,30.9577500343323,30.9577500343323
321,"Bathygobius fuscus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Taylor et al. 2005","Comte","Bathygobius fuscus_5.28_NA_123.6",29,5.28,123.6,"","Bathygobius","fuscus","Pulau Hoga Philippines",2,41.2,"tmax",0.87,"SD",25,"critical","LOE","0.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","2","days",NA,NA,NA,"Bathygobius","fuscus","unk","","unk","","","0-1","Taru et al., 2002",12,"Froese & Pauly, 2000","","","","","","","Froese & Pauly, 2000","non-migratory","M. Y. Chang et al., 2006",NA,NA,"","unk","","Nikki","1460","Takegaki et al., 2012",NA,NA,30.6605000972748,30.6605000972748
766,"Dicentrarchus labrax","Chordata","Teleostei","Perciformes","Moronidae",NA,"Madeira et al. 2012","Comte","Dicentrarchus labrax_38.82_NA_-9",24,38.82,-9,"","Dicentrarchus","labrax","Tagus Brackish Portugal",14,33.29,"tmax",2.28,"SD",7,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Dicentrarchus","labrax","1460","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","100+","Meyers et al., 2015;Kelley & Pickett, 1987",103,"Froese & Pauly, 2000","50","Froese & Pauly, 2000","50","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Fall-Winter","Fall-Winter","Kelley & Pickett, 1987;Meyers et al., 2015","804.25","Kelley & Pickett, 1987","Nikki","10950","Froese & Pauly, 2000",NA,NA,20.1397500276566,NA
1430,"Lipophrys trigloides","Chordata","Teleostei","Perciformes","Blenniidae",NA,"Madeira et al. 2012","Comte","Lipophrys trigloides_38.82_NA_-9",24,38.82,-9,"","Lipophrys","trigloides","Tagus Brackish Portugal",14,34,"tmax",0.49,"SD",9,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Lipophrys","trigloides","unk","","unk","","","100+","Macpherson & Raventos, 2006",13,"Froese & Pauly, 2000","","","","","","","","unk","",NA,NA,"","unk","","Nikki","unk","",NA,NA,20.1397500276566,20.1397500276566
767,"Diplodus vulgaris","Chordata","Teleostei","Perciformes","Sparidae",NA,"Madeira et al. 2012","Comte","Diplodus vulgaris_38.82_NA_-9",24,38.82,-9,"","Diplodus","vulgaris","Tagus Brackish Portugal",14,31.05,"tmax",1.33,"SD",13,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Diplodus","vulgaris","730","IUCN, 2020","730","IUCN, 2020","Y","1-10","Jug-Dujaković & Glamuzina, 1988",45,"Froese & Pauly, 2000","22","Froese & Pauly, 2000","22","Froese & Pauly, 2000","Y","","","non-migratory","Gonçalves & Erzini, 2000;Abecasis et al., 2009",NA,NA,"","0.023786-0.042134","Abecasis et al., 2009","Nikki","7300","IUCN, 2020",NA,NA,20.1397500276566,20.1397500276566
1231,"Kuhlia sandvicensis","Chordata","Teleostei","Perciformes","Kuhliidae",NA,"Sylvester 1975","Comte","Kuhlia sandvicensis_21.37_NA_-157.98",20,21.37,-157.98,"","Kuhlia","sandvicensis","Oahu estuaries Hawaii",14,38.5,"tmax",0.54,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Kuhlia","sandvicensis","unk","","unk","","","unk","",25,"Froese & Pauly, 2000","","","","","","","Froese & Pauly, 2000","migratory","Poepoe et al., 2003","Feb-Apr",NA,"Poepoe et al., 2003","unk","","Nikki","unk","",NA,NA,27.3525000572205,27.3525000572205
1792,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Sylvester 1975","Comte","Mugil cephalus_21.37_NA_-157.98",20,21.37,-157.98,"","Mugil","cephalus","Oahu estuaries Hawaii",14,36.7,"tmax",0.82,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Mugil","cephalus","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","10-100","Strydom & D’Hotman, 2005;Meyers et al., 2015",100,"Froese & Pauly, 2000","50","Froese & Pauly, 2000","50","Froese & Pauly, 2000","Y","","","migratory","Meyers et al., 2015","Fall-Winter",NA,"Meyers et al., 2015","kunk","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000",NA,NA,18.622499859333,18.622499859333
2,"Abudefduf saxatilis","Chordata","Teleostei","Perciformes","Pomacentridae",NA,"Heath 1967","Comte","Abudefduf saxatilis_31.29_NA_-113.54",16.34,31.29,-113.54,"","Abudefduf","saxatilis","Gulf of California near Puerto Penasco Sonora Mexico",NA,34.3,"tmax",0.54,"SD",10,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Abudefduf","saxatilis","1825","Bessa et al., 2007","1825","Bessa et al., 2007","Y","10-100","Wellington & Victor, 1989",22.9,"Froese & Pauly, 2000","15","Froese & Pauly, 2000","15","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1825","Sergeant Major (Abudefduf saxatilis), n.d.",NA,NA,30.9577500343323,30.9577500343323
1118,"Gobiosoma chiquita","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Heath 1967","Comte","Gobiosoma chiquita_31.29_NA_-113.54",16.34,31.29,-113.54,"","Gobiosoma","chiquita","Gulf of California near Puerto Penasco Sonora Mexico",NA,34.2,"tmax",NA,"SD",3,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Gobiosoma","chiquita","unk","","unk","","","0-1","Clobert et al., 1998",6.5,"Froese & Pauly, 2000","","","","","","","","non-migratory","Stahl, 1975",NA,NA,"","unk","","Nikki","unk","",NA,NA,21.8342499256134,21.8342499256134
1797,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Heath 1967","Comte","Mugil cephalus_31.29_NA_-113.54",16.34,31.29,-113.54,"","Mugil","cephalus","Gulf of California near Puerto Penasco Sonora Mexico",NA,36.7,"tmax",0.69,"SD",9,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Mugil","cephalus","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","10-100","Strydom & D’Hotman, 2005;Meyers et al., 2015",100,"Froese & Pauly, 2000","50","Froese & Pauly, 2000","50","Froese & Pauly, 2000","Y","","","migratory","Meyers et al., 2015","Fall-Winter",NA,"Meyers et al., 2015","kunk","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000",NA,NA,21.8342499256134,21.8342499256134
