Family,Species,Location,Latitude,Longitude,Sampling Habitat,Acclimation,Temperature of acclimation (°C),Length acclimation period (days),Rate acclimation (°C/day),Methodology,Endpoint,Heating rate (°C/min),Length experiment (min),Body length (mm),Weight (g),Life stage,Thermal limit (°C),SD Thermal limit,Nindividuals,Phylogeny,Realm affinity,Source,Reference
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,6,NA,NA,static,death,NA,1440,NA,NA,juveniles,23.2,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,15,NA,NA,static,death,NA,1440,NA,NA,juveniles,26,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,20,NA,NA,static,death,NA,1440,NA,NA,juveniles,26.4,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salmo trutta,Poland,52.72,18.54,Freshwater,collection,9,NA,NA,dynamic,death,0.07,NA,NA,NA,NA,25,NA,NA,yes,Freshwater,EIFAC 1969,65
Salmonidae,Salmo trutta,Poland,52.72,18.54,Freshwater,collection,18,NA,NA,dynamic,death,0.07,NA,NA,NA,NA,29,NA,NA,yes,Freshwater,EIFAC 1969,65
Salmonidae,Salmo trutta,Poland,52.72,18.54,Freshwater,collection,17,NA,NA,dynamic,death,0.07,NA,NA,NA,NA,29,NA,NA,yes,Freshwater,EIFAC 1969,65
Salmonidae,Salmo trutta,Poland,52.72,18.54,Freshwater,collection,21,NA,NA,dynamic,death,0.07,NA,NA,NA,NA,30,NA,NA,yes,Freshwater,EIFAC 1969,65
Salmonidae,Salmo trutta,Poland,52.72,18.54,Freshwater,collection,18,NA,NA,dynamic,death,0.07,NA,NA,NA,NA,30,NA,NA,yes,Freshwater,EIFAC 1969,65
Salmonidae,Salmo trutta,Poland,52.72,18.54,Freshwater,collection,6,NA,NA,dynamic,death,0.07,NA,NA,NA,NA,26,NA,NA,yes,Freshwater,EIFAC 1969,65
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,5,NA,NA,static,death,0.02,100,NA,NA,NA,24.3,0.7,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,10,NA,NA,static,death,0.02,100,NA,NA,NA,25.9,1.2,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,15,NA,NA,static,death,0.02,100,NA,NA,NA,27.7,0.7,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,20,NA,NA,static,death,0.02,100,NA,NA,NA,27.9,0.5,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,22,NA,NA,static,death,0.02,100,NA,NA,NA,27.7,0.7,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,5,NA,NA,static,death,0.02,1e3,NA,NA,NA,22.7,1.43,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,10,NA,NA,static,death,0.02,1e3,NA,NA,NA,24.4,0.81,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,15,NA,NA,static,death,0.02,1e3,NA,NA,NA,25.6,1.36,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,20,NA,NA,static,death,0.02,1e3,NA,NA,NA,26.5,1.2,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,22,NA,NA,static,death,0.02,1e3,NA,NA,NA,26.7,0.97,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,5,NA,NA,static,death,0.02,10080,NA,NA,NA,21.5,1.39,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,10,NA,NA,static,death,0.02,10080,NA,NA,NA,22.9,1.47,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,15,NA,NA,static,death,0.02,10080,NA,NA,NA,24.4,1.74,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,20,NA,NA,static,death,0.02,10080,NA,NA,NA,24.7,0.97,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salmo trutta,England,52.37,-1.18,Freshwater,experimental,22,NA,NA,static,death,0.02,10080,NA,NA,NA,24.7,0.97,15,yes,Freshwater,Elliott 1981,67
Salmonidae,Salvelinus alpinus alpinus,Windermire North basin England,54.4,-2.95,Freshwater,experimental,5,7,48,static,LOE,0.033,10080,NA,NA,juveniles,21,0.48,10,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire North basin England,54.4,-2.95,Freshwater,experimental,5,4,48,static,LOE,0.033,10080,NA,NA,fingerlings,18.33,0.33,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire North basin England,54.4,-2.95,Freshwater,experimental,5,4,48,static,LOE,0.033,10080,NA,NA,fry,21.67,0.5,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire North basin England,54.4,-2.95,Freshwater,experimental,10,7,48,static,LOE,0.033,10080,NA,NA,juveniles,22.9,0.23,10,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire North basin England,54.4,-2.95,Freshwater,experimental,10,4,48,static,LOE,0.033,10080,NA,NA,fingerlings,19.67,0.87,10,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire North basin England,54.4,-2.95,Freshwater,experimental,10,4,48,static,LOE,0.033,10080,NA,NA,fry,22,0,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire North basin England,54.4,-2.95,Freshwater,experimental,15,7,48,static,LOE,0.033,10080,NA,NA,juveniles,22.4,0.37,10,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire North basin England,54.4,-2.95,Freshwater,experimental,15,4,48,static,LOE,0.033,10080,NA,NA,fingerlings,20.83,1.04,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire North basin England,54.4,-2.95,Freshwater,experimental,15,4,48,static,LOE,0.033,10080,NA,NA,fry,20.75,0.55,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire North basin England,54.4,-2.95,Freshwater,experimental,20,7,48,static,LOE,0.033,10080,NA,NA,juveniles,22.1,0.53,10,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire North basin England,54.4,-2.95,Freshwater,experimental,20,4,48,static,LOE,0.033,10080,NA,NA,fingerlings,20.83,0.25,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire North basin England,54.4,-2.95,Freshwater,experimental,20,4,48,static,LOE,0.033,10080,NA,NA,fry,20.83,0.53,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,5,7,48,static,LOE,0.033,10080,NA,NA,juveniles,22,0.48,4,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,5,4,48,static,LOE,0.033,10080,NA,NA,fingerlings,19,1.21,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,5,4,48,static,LOE,0.033,10080,NA,NA,fry,21.3,0.99,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,10,7,48,static,LOE,0.033,10080,NA,NA,juveniles,22.5,0.38,10,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,10,4,48,static,LOE,0.033,10080,NA,NA,fingerlings,19.67,1.03,10,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,10,4,48,static,LOE,0.033,10080,NA,NA,fry,21.67,0.5,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,15,7,48,static,LOE,0.033,10080,NA,NA,juveniles,22.4,0.37,10,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,15,4,48,static,LOE,0.033,10080,NA,NA,fingerlings,20.83,1.04,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,15,4,48,static,LOE,0.033,10080,NA,NA,fry,20.17,0.65,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,20,7,48,static,LOE,0.033,10080,NA,NA,juveniles,21.4,0.5,6,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,20,4,48,static,LOE,0.033,10080,NA,NA,fingerlings,20.75,0.29,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,20,4,48,static,LOE,0.033,10080,NA,NA,fry,20.83,0.53,12,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,5,7,48,static,LOE,0.033,10080,NA,NA,juveniles,21.5,0.92,10,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus alpinus alpinus,Windermire South basin England,54.31,-2.95,Freshwater,experimental,20,7,48,static,LOE,0.033,10080,NA,NA,juveniles,21,0,10,yes,Freshwater,Baroudy & Elliott 1994,7
Salmonidae,Salvelinus fontinalis,New River drainage US,36.94,-81.05,Freshwater,experimental,21,7,NA,static,death,NA,10080,50-100,NA,sub-adults,24,NA,10,yes,Freshwater,Cherry et al. 1977,39
Salmonidae,Salvelinus fontinalis,NA,NA,NA,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,25.3,NA,NA,yes,Freshwater,Hart 1952,84
Salmonidae,Salvelinus fontinalis,Fort Apache Indian Reservation Arizona US,33.99,-110.15,Freshwater,experimental,10,14,NA,dynamic,LOE,0.02,NA,NA,NA,adults,28.74,0.67,5,yes,Freshwater,Lee & Rinne 1980,113
Salmonidae,Salvelinus fontinalis,Fort Apache Indian Reservation Arizona US,33.99,-110.15,Freshwater,experimental,20,14,NA,dynamic,LOE,0.02,NA,NA,NA,adults,29.76,0.35,5,yes,Freshwater,Lee & Rinne 1980,113
Salmonidae,Salvelinus fontinalis,Ontario Canada,51.51,-86.68,Freshwater,experimental,3,NA,NA,static,death,NA,NA,NA,NA,juveniles,23.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Salvelinus fontinalis,Ontario Canada,51.51,-86.68,Freshwater,experimental,11,NA,NA,static,death,NA,NA,NA,NA,juveniles,24.6,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Salvelinus fontinalis,Ontario Canada,51.51,-86.68,Freshwater,experimental,15,NA,NA,static,death,NA,NA,NA,NA,juveniles,25,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Salvelinus fontinalis,Ontario Canada,51.51,-86.68,Freshwater,experimental,20,NA,NA,static,death,NA,NA,NA,NA,juveniles,25.3,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Salvelinus fontinalis,Ontario Canada,51.51,-86.68,Freshwater,experimental,22,NA,NA,static,death,NA,NA,NA,NA,juveniles,25.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Salvelinus fontinalis,Ontario Canada,51.51,-86.68,Freshwater,experimental,24,NA,NA,static,death,NA,NA,NA,NA,juveniles,25.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Salvelinus fontinalis,Ontario Canada,51.51,-86.68,Freshwater,experimental,25,NA,NA,static,death,NA,NA,NA,NA,juveniles,25.5,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Salvelinus fontinalis,NA,NA,NA,Freshwater,experimental,13,NA,NA,static,death,NA,NA,NA,NA,juveniles,24,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Salvelinus fontinalis,NA,NA,NA,Freshwater,experimental,16,NA,NA,static,death,NA,NA,NA,NA,juveniles,24.9,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Salvelinus fontinalis,NA,NA,NA,Freshwater,experimental,19,NA,NA,static,death,NA,NA,NA,NA,juveniles,25.8,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Salvelinus namaycush,NA,NA,NA,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,23.5,NA,NA,yes,Freshwater,Hart 1952,84
Salmonidae,Salvelinus namaycush,Lake Myrt Ontario Canada,48.44,-90.73,Freshwater,experimental,8,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,26.01,0.39,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Myrt Ontario Canada,48.44,-90.73,Freshwater,experimental,11,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,26.16,0.39,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Myrt Ontario Canada,48.44,-90.73,Freshwater,experimental,15,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,28.11,0.32,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Myrt Ontario Canada,48.44,-90.73,Freshwater,experimental,19,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,28.89,0.34,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Louisa Ontario Canada,48.17,-91.3,Freshwater,experimental,8,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,26.13,0.39,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Louisa Ontario Canada,48.17,-91.3,Freshwater,experimental,11,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,26.58,0.41,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Louisa Ontario Canada,48.17,-91.3,Freshwater,experimental,15,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,28.27,0.39,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Louisa Ontario Canada,48.17,-91.3,Freshwater,experimental,19,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,28.66,0.37,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Opeongo Ontario Canada,45.73,-78.4,Freshwater,experimental,8,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,26.11,0.48,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Opeongo Ontario Canada,45.73,-78.4,Freshwater,experimental,11,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,26.17,0.48,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Opeongo Ontario Canada,45.73,-78.4,Freshwater,experimental,15,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,28.29,0.43,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Opeongo Ontario Canada,45.73,-78.4,Freshwater,experimental,19,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,29.02,0.5,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Manitou Ontario Canada,45.76,-81.96,Freshwater,experimental,8,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,26.02,0.25,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Manitou Ontario Canada,45.76,-81.96,Freshwater,experimental,11,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,26.6,0.27,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Manitou Ontario Canada,45.76,-81.96,Freshwater,experimental,15,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,28.3,0.34,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Manitou Ontario Canada,45.76,-81.96,Freshwater,experimental,19,28,1,dynamic,LOE,0.17,NA,NA,NA,adults,28.83,0.32,10,yes,Freshwater,Kelly et al. 2014,101
Salmonidae,Salvelinus namaycush,Lake Minnewanka Canada Alberta,51.26,-115.37,Freshwater,experimental,10,NA,NA,static,death,NA,720,NA,NA,adults,22.9,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salvelinus namaycush,Lake Minnewanka Canada Alberta,51.26,-115.37,Freshwater,experimental,15,NA,NA,static,death,NA,720,NA,NA,adults,24,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salvelinus namaycush,Lake Minnewanka Canada Alberta,51.26,-115.37,Freshwater,experimental,20,NA,NA,static,death,NA,720,NA,NA,adults,25.1,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salvelinus namaycush,Lake Minnewanka Canada Alberta,51.26,-115.37,Freshwater,experimental,15,NA,NA,static,death,NA,1440,NA,NA,adults,23.6,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salvelinus namaycush,Lake Minnewanka Canada Alberta,51.26,-115.37,Freshwater,experimental,20,NA,NA,static,death,NA,1440,NA,NA,adults,24.6,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salvelinus namaycush,Lake Minnewanka Canada Alberta,51.26,-115.37,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,adults,23.5,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Thymallus arcticus,NA,NA,NA,Freshwater,experimental,5,NA,NA,dynamic,death,NA,NA,NA,NA,NA,24.9,1.4,NA,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Thymallus arcticus,NA,NA,NA,Freshwater,experimental,5,NA,NA,dynamic,death,NA,NA,NA,NA,NA,27.9,0.1,NA,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Thymallus arcticus,NA,NA,NA,Freshwater,experimental,15,NA,NA,dynamic,death,NA,NA,NA,NA,NA,27.7,0.1,NA,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Thymallus arcticus,NA,NA,NA,Freshwater,experimental,15,NA,NA,dynamic,death,NA,NA,NA,NA,NA,27.7,0.1,NA,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Thymallus arcticus,NA,NA,NA,Freshwater,experimental,15,NA,NA,dynamic,death,NA,NA,NA,NA,NA,27.7,0.1,NA,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Thymallus arcticus,NA,NA,NA,Freshwater,experimental,15,NA,NA,dynamic,death,NA,NA,NA,NA,NA,27.5,0.1,NA,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Thymallus arcticus,Madison County Montana US,45.66,-112.9,Freshwater,experimental,8.4,7,2.67,dynamic,LOE,0.4,NA,137.50,19.5,juveniles,26.4,0.8,20,yes,Freshwater,Lohr et al. 1996,115
Salmonidae,Thymallus arcticus,Madison County Montana US,45.66,-112.9,Freshwater,experimental,16,7,2.67,dynamic,LOE,0.4,NA,137.50,19.5,juveniles,28.5,0.4,18,yes,Freshwater,Lohr et al. 1996,115
Salmonidae,Thymallus arcticus,Madison County Montana US,45.66,-112.9,Freshwater,experimental,20,7,2.67,dynamic,LOE,0.4,NA,137.50,19.5,juveniles,29.3,0.3,17,yes,Freshwater,Lohr et al. 1996,115
Salmonidae,Thymallus arcticus,Madison County Montana US,45.66,-112.9,Freshwater,experimental,8.4,7,2.67,static,death,NA,10080,137.50,19.5,juveniles,23,NA,50,yes,Freshwater,Lohr et al. 1996,115
Salmonidae,Thymallus arcticus,Madison County Montana US,45.66,-112.9,Freshwater,experimental,16,7,2.67,static,death,NA,10080,137.50,19.5,juveniles,23,NA,50,yes,Freshwater,Lohr et al. 1996,115
Salmonidae,Thymallus arcticus,Madison County Montana US,45.66,-112.9,Freshwater,experimental,20,7,2.67,static,death,NA,10080,137.50,19.5,juveniles,25,NA,50,yes,Freshwater,Lohr et al. 1996,115
Scatophagidae,Scatophagus argus,Coastal area Bang Pra Cholburi Province Thailand,13.21,100.93,Marine,experimental,29.2,10,NA,dynamic,LOE,0.25,NA,NA,NA,NA,41.2,NA,NA,yes,Freshwater,Menasveta 1981,133
Scatophagidae,Scatophagus argus,Coastal area Bang Pra Cholburi Province Thailand,13.21,100.93,Marine,experimental,29.2,10,NA,static,death,NA,1440,NA,NA,NA,37,NA,NA,yes,Freshwater,Menasveta 1981,133
Scatophagidae,Scatophagus argus,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,28,NA,NA,dynamic,OS,1,NA,NA,NA,NA,42.5,NA,10,yes,Freshwater,Rajaguru 2002,160
Scatophagidae,Scatophagus argus,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,28,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,41,NA,10,yes,Freshwater,Rajaguru 2002,160
Scatophagidae,Scatophagus argus,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,28,NA,NA,static,death,NA,1440,NA,NA,NA,37.5,0.14,10,yes,Freshwater,Rajaguru 2002,160
Sciaenidae,Aplodinotus grunniens,Mississippi River US,38.34,-90.37,Freshwater,collection,31,NA,NA,static,death,0.07,2880,47.90,1.4,juveniles,32.8,NA,20,yes,Freshwater,Cvancara et al. 1977,49
Sciaenidae,Aplodinotus grunniens,Lake Erie,42.08,-81.34,Freshwater,collection,21.2,NA,NA,dynamic,LOE,NA,NA,NA,NA,NA,34,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Sparidae,Diplodus vulgaris,Tagus Brackish Portugal,38.82,-9,Brackish,experimental,24,14,NA,dynamic,LOE,0.02,NA,74.62,NA,NA,31.05,1.33,13,yes,Marine,Madeira et al. 2012,119
Sparidae,Diplodus vulgaris,NA,45,NA,Marine,NA,25,NA,NA,static,death,NA,NA,NA,NA,NA,32.8,NA,NA,yes,Marine,Pörtner & Peck 2010,157
Terapontidae,Terapon jarbua,Hoga Island Indonesia,-5.47,123.76,Marine,collection,27.76,NA,NA,dynamic,LOE,NA,NA,NA,NA,NA,42.6,0.23,9,yes,Freshwater,Clifton et al. 2010,43
Terapontidae,Terapon jarbua,Hoga Island Indonesia,-5.47,123.76,Marine,experimental,37,10,1.5,dynamic,LOE,0.31,NA,43.50,2.64,NA,43.8,0.3,34,yes,Freshwater,Eme et al. 2011,68
Terapontidae,Terapon jarbua,Vellar Brackish India,11.49,79.76,Brackish,experimental,20,7,NA,static,death,NA,1440,NA,NA,NA,37.55,NA,NA,yes,Freshwater,Rajaguru & Ramachandran 2001,159
Terapontidae,Terapon jarbua,Vellar Brackish India,11.49,79.76,Brackish,experimental,25,7,NA,static,death,NA,1440,NA,NA,NA,37.99,NA,NA,yes,Freshwater,Rajaguru & Ramachandran 2001,159
Terapontidae,Terapon jarbua,Vellar Brackish India,11.49,79.76,Brackish,experimental,28,7,NA,static,death,NA,1440,NA,NA,NA,38.46,NA,NA,yes,Freshwater,Rajaguru & Ramachandran 2001,159
Terapontidae,Terapon jarbua,Vellar Brackish India,11.49,79.76,Brackish,experimental,30,7,NA,static,death,NA,1440,NA,NA,NA,39.57,NA,NA,yes,Freshwater,Rajaguru & Ramachandran 2001,159
Terapontidae,Terapon jarbua,Vellar Brackish India,11.49,79.76,Brackish,experimental,35,7,NA,static,death,NA,1440,NA,NA,NA,40.6,NA,NA,yes,Freshwater,Rajaguru & Ramachandran 2001,159
Terapontidae,Terapon jarbua,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,28,NA,NA,dynamic,OS,1,NA,NA,NA,NA,42,NA,10,yes,Freshwater,Rajaguru 2002,160
Terapontidae,Terapon jarbua,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,28,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,41,NA,10,yes,Freshwater,Rajaguru 2002,160
Terapontidae,Terapon jarbua,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,28,NA,NA,static,death,1,NA,NA,NA,NA,38.46,0.11,10,yes,Freshwater,Rajaguru 2002,160
Terapontidae,Terapon jarbua,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,20,NA,NA,dynamic,OS,1,NA,NA,NA,NA,40.75,NA,10,yes,Freshwater,Rajaguru 2002,160
Terapontidae,Terapon jarbua,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,25,NA,NA,dynamic,OS,1,NA,NA,NA,NA,41.5,NA,10,yes,Freshwater,Rajaguru 2002,160
Terapontidae,Terapon jarbua,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,28,NA,NA,dynamic,OS,1,NA,NA,NA,NA,42,NA,10,yes,Freshwater,Rajaguru 2002,160
Terapontidae,Terapon jarbua,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,30,NA,NA,dynamic,OS,1,NA,NA,NA,NA,43,NA,10,yes,Freshwater,Rajaguru 2002,160
Terapontidae,Terapon jarbua,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,35,NA,NA,dynamic,OS,1,NA,NA,NA,NA,43.75,NA,10,yes,Freshwater,Rajaguru 2002,160
Terapontidae,Terapon jarbua,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,20,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,39,NA,10,yes,Freshwater,Rajaguru 2002,160
Terapontidae,Terapon jarbua,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,25,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,40.5,NA,10,yes,Freshwater,Rajaguru 2002,160
Terapontidae,Terapon jarbua,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,28,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,41,NA,10,yes,Freshwater,Rajaguru 2002,160
